"Gene.name"	"Mouse.gene.name"
"TXNDC15"	"Txndc15"
"ARHGAP5"	"Arhgap5"
"NDUFS4"	"Ndufs4"
"UAP1"	"Uap1"
"SLC30A5"	"Slc30a5"
"CDC73"	"Cdc73"
"SNRPA1"	"Snrpa1"
"PSMD14"	"Psmd14"
"SWT1"	"Swt1"
"LARP7"	"Larp7"
"TANK"	"Tank"
"B9D2"	"B9d2"
"TECR"	"Tecr"
"YY1"	"Yy1"
"AEBP2"	"Aebp2"
"RSBN1"	"Rsbn1"
"CORO1B"	"Coro1b"
"CTR9"	"Ctr9"
"BTBD9"	"Btbd9"
"LST1"	"Lst1"
"PTPRCAP"	"Ptprcap"
"C11orf58"	"1110004F10Rik"
"SDCBP"	"Sdcbp"
"FRYL"	"Fryl"
"GOSR1"	"Gosr1"
"E2F2"	"E2f2"
"GRN"	"Grn"
"PHF6"	"Phf6"
"DDX49"	"Ddx49"
"MPHOSPH6"	"Mphosph6"
"FOSL2"	"Fosl2"
"COPE"	"Cope"
"GGNBP2"	"Ggnbp2"
"TRAK2"	"Trak2"
"RNF167"	"Rnf167"
"VDAC3"	"Vdac3"
"FKBP1C"	"Fkbp1a"
"TMEM134"	"Tmem134"
"RNF113B"	"Rnf113a2"
"PRPF6"	"Prpf6"
"TWF1"	"Twf1"
"GLUL"	"Glul"
"GLO1"	"Glo1"
"BAG1"	"Bag1"
"WDR44"	"Wdr44"
"TREML2"	"Treml2"
"SAMHD1"	"Samhd1"
"PHIP"	"Phip"
"IRF8"	"Irf8"
"LANCL1"	"Lancl1"
"POM121"	"Pom121"
"DEDD2"	"Dedd2"
"RFLNB"	"Rflnb"
"DAZAP1"	"Dazap1"
"C16orf70"	"D230025D16Rik"
"PNN"	"Pnn"
"IKZF5"	"Ikzf5"
"SMARCA2"	"Smarca2"
"RNF166"	"Rnf166"
"STK10"	"Stk10"
"ATF7IP"	"Atf7ip"
"TNFAIP8"	"Tnfaip8"
"SPG7"	"Spg7"
"IL16"	"Il16"
"IDH1"	"Idh1"
"IKZF3"	"Ikzf3"
"PHF3"	"Phf3"
"SUCO"	"Suco"
"MON2"	"Mon2"
"CSNK1E"	"Csnk1e"
"TPTEP2-CSNK1E"	"Csnk1e"
"DNAJC7"	"Dnajc7"
"S100A6"	"S100a6"
"CSNK2A3"	"Csnk2a1"
"WDR61"	"Wdr61"
"PRDX6"	"Prdx6"
"RNF13"	"Rnf13"
"METTL9"	"Mettl9"
"EFNB2"	"Efnb2"
"AKAP8L"	"Akap8l"
"SLC6A6"	"Slc6a6"
"ZNF24"	"Zfp24"
"ZNF706"	"Zfp706"
"POU2F1"	"Pou2f1"
"ASXL1"	"Asxl1"
"NABP1"	"Nabp1"
"RPS15"	"Rps15"
"CHD2"	"Chd2"
"MYB"	"Myb"
"COX17"	"Cox17"
"LAMTOR2"	"Lamtor2"
"RBM28"	"Rbm28"
"FLNA"	"Flna"
"SF1"	"Sf1"
"IRF4"	"Irf4"
"ARFGEF1"	"Arfgef1"
"CSPP1"	"Cspp1"
"SRM"	"Srm"
"TCOF1"	"Tcof1"
"KIAA0040"	"4930523C07Rik"
"RB1"	"Rb1"
"LILRA6"	"Pirb"
"ARHGEF3"	"Arhgef3"
"SF3A3"	"Sf3a3"
"TMEM167A"	"Tmem167"
"PNKD"	"Pnkd"
"TMPO"	"Tmpo"
"LILRB3"	"Pirb"
"LILRB5"	"Pirb"
"INTS6L"	"Ints6l"
"LILRB2"	"Pirb"
"UHRF1"	"Uhrf1"
"DGKZ"	"Dgkz"
"C19orf25"	"2310011J03Rik"
"AC087721.2"	"Nusap1"
"NUSAP1"	"Nusap1"
"RCSD1"	"Rcsd1"
"TMEM258"	"Tmem258"
"AFF4"	"Aff4"
"ANP32D"	"Anp32a"
"LILRA4"	"Pirb"
"LILRA5"	"Pirb"
"RIPK1"	"Ripk1"
"TAF9"	"Ak6"
"NUS1"	"Nus1"
"HIPK1"	"Hipk1"
"MAD2L1BP"	"Mad2l1bp"
"LENG8"	"Leng8"
"BCAR3"	"Bcar3"
"TUBB2A"	"Tubb2a"
"LILRA2"	"Pirb"
"LILRA1"	"Pirb"
"LILRB1"	"Pirb"
"LILRB4"	"Pirb"
"ILF2"	"Ilf2"
"CLPP"	"Clpp"
"SPC24"	"Spc24"
"KRIT1"	"Krit1"
"RAB18"	"Rab18"
"DEF6"	"Def6"
"CASP3"	"Casp3"
"ZNF318"	"Zfp318"
"NFAT5"	"Nfat5"
"SCAMP3"	"Scamp3"
"AC000120.4"	"Krit1"
"GLRX"	"Glrx"
"COPS4"	"Cops4"
"DNTTIP2"	"Dnttip2"
"HTATSF1"	"Htatsf1"
"IRS2"	"Irs2"
"TSC22D2"	"Tsc22d2"
"CSNK1G3"	"Csnk1g3"
"PTRHD1"	"Ptrhd1"
"TMED3"	"Tmed3"
"HAT1"	"Hat1"
"CD55"	"Cd55"
"RAN"	"Ran"
"BEX3"	"Bex3"
"PLEKHJ1"	"Plekhj1"
"CCDC32"	"Ccdc32"
"FAM13B"	"Fam13b"
"AC073896.1"	"Cnpy2"
"POFUT2"	"Pofut2"
"APRT"	"Aprt"
"CCL2"	"Ccl2"
"STX6"	"Stx6"
"MTMR1"	"Mtmr1"
"BUB3"	"Bub3"
"EPN1"	"Epn1"
"AC134669.1"	"Evi2a"
"NAA10"	"Naa10"
"PSMD3"	"Psmd3"
"GSTP1"	"Gstp1"
"COA3"	"Coa3"
"EVI2A"	"Evi2a"
"NOB1"	"Nob1"
"NMT1"	"Nmt1"
"TMED7-TICAM2"	"Tmed7"
"TMED7"	"Tmed7"
"LONP1"	"Lonp1"
"PMF1"	"Pmf1"
"MAN2A1"	"Man2a1"
"RABEP2"	"Rabep2"
"ARFIP1"	"Arfip1"
"HNRNPA1"	"Hnrnpa1"
"CBX5"	"Cbx5"
"COPZ1"	"Copz1"
"PBXIP1"	"Pbxip1"
"QARS1"	"Qars"
"MGST3"	"Mgst3"
"C3"	"C3"
"PCNT"	"Pcnt"
"VEGFA"	"Vegfa"
"GSK3B"	"Gsk3b"
"ARHGAP30"	"Arhgap30"
"SWI5"	"Swi5"
"FMNL1"	"Fmnl1"
"MAP3K14"	"Map3k14"
"SMS"	"Sms"
"PIAS4"	"Pias4"
"TCF3"	"Tcf3"
"STK11"	"Stk11"
"CHORDC1"	"Chordc1"
"IFT20"	"Ift20"
"SYNCRIP"	"Syncrip"
"UBE2M"	"Ube2m"
"ZC3H18"	"Zc3h18"
"ISG20"	"Isg20"
"CIRBP"	"Cirbp"
"LSM7"	"Lsm7"
"ARL6IP6"	"Arl6ip6"
"PLCG2"	"Plcg2"
"AXIN1"	"Axin1"
"CCNH"	"Ccnh"
"KLF7"	"Klf7"
"CPSF2"	"Cpsf2"
"GLMP"	"Glmp"
"TUBA4A"	"Tuba4a"
"CCND3"	"Ccnd3"
"HCFC1"	"Hcfc1"
"TIPRL"	"Tiprl"
"ATP6V0A1"	"Atp6v0a1"
"VAV1"	"Vav1"
"EDEM3"	"Edem3"
"IGF1R"	"Igf1r"
"UBR2"	"Ubr2"
"MRPL14"	"Mrpl14"
"TMEM30A"	"Tmem30a"
"UIMC1"	"Uimc1"
"RAB8A"	"Rab8a"
"LMAN2"	"Lman2"
"RNU2-14P"	"Gm23849"
"SCARNA7"	"Gm22009"
"RNU2-37P"	"Gm23849"
"RNU4-2"	"Gm24407"
"RNY1"	"Rny1"
"RNU2-63P"	"Gm23849"
"AC016948.1"	"Gm24949"
"AC005046.1"	"Gm24949"
"RN7SKP118"	"Gm23037"
"SNORD3J"	"Gm24949"
"MT-ND1"	"mt-Nd1"
"MT-ND2"	"mt-Nd2"
"PLAC8"	"Plac8"
"TMEM38B"	"Tmem38b"
"FOXJ3"	"Foxj3"
"CLK2"	"Clk2"
"PLIN2"	"Plin2"
"SORL1"	"Sorl1"
"CXCR4"	"Cxcr4"
"SLC4A7"	"Slc4a7"
"LRRC8D"	"Lrrc8d"
"CRIPT"	"Cript"
"RBM10"	"Rbm10"
"NIPBL"	"Nipbl"
"ACAP1"	"Acap1"
"PAK1IP1"	"Pak1ip1"
"UNC93B1"	"Unc93b1"
"CNEP1R1"	"Cnep1r1"
"EIF4B"	"Eif4b"
"DDX23"	"Ddx23"
"NSRP1"	"Nsrp1"
"UPF3A"	"Upf3a"
"OSBPL9"	"Osbpl9"
"ARAP2"	"Arap2"
"DDX10"	"Ddx10"
"GABPB1"	"Gabpb1"
"FDPS"	"Fdps"
"RNF10"	"Rnf10"
"CRAMP1"	"Cramp1l"
"HOMER1"	"Homer1"
"ORC6"	"Orc6"
"TRBC1"	"Trbc2"
"TRBC2"	"Trbc2"
"USP8"	"Usp8"
"GINS4"	"Gins4"
"RASSF3"	"Rassf3"
"MRPL32"	"Mrpl32"
"TMEM222"	"Tmem222"
"XBP1"	"Xbp1"
"OGDH"	"Ogdh"
"DCUN1D1"	"Dcun1d1"
"ISG20L2"	"Isg20l2"
"PPT1"	"Ppt1"
"STK38"	"Stk38"
"AP3M1"	"Ap3m1"
"RAB1B"	"Rab1b"
"DDX1"	"Ddx1"
"NKAP"	"Nkap"
"GNG5"	"Gng5"
"NDUFA9"	"Ndufa9"
"LAS1L"	"Las1l"
"MSH3"	"Msh3"
"ZFP1"	"Zfp1"
"DNAJC3"	"Dnajc3"
"PGAM4"	"Pgam1"
"HDGF"	"Hdgf"
"NINJ1"	"Ninj1"
"IKZF1"	"Ikzf1"
"TNPO3"	"Tnpo3"
"OSTC"	"Ostc"
"MRPL12"	"Mrpl12"
"HUWE1"	"Huwe1"
"FYB1"	"Fyb"
"CDC37L1"	"Cdc37l1"
"MEA1"	"Mea1"
"SNU13"	"Snu13"
"HSPA9"	"Hspa9"
"NUBP1"	"Nubp1"
"EIF3I"	"Eif3i"
"ANGPTL4"	"Angptl4"
"GPCPD1"	"Gpcpd1"
"CEP57"	"Cep57"
"THAP1"	"Thap1"
"DCN"	"Dcn"
"GPI"	"Gpi1"
"GNA13"	"Gna13"
"TP53BP2"	"Trp53bp2"
"CHIC2"	"Chic2"
"LCK"	"Lck"
"CPNE3"	"Cpne3"
"PDPK1"	"Pdpk1"
"PES1"	"Pes1"
"ME2"	"Me2"
"LRRCC1"	"Lrrcc1"
"ANXA6"	"Anxa6"
"STAG2"	"Stag2"
"MEX3C"	"Mex3c"
"FNBP1"	"Fnbp1"
"BSDC1"	"Bsdc1"
"M6PR"	"M6pr"
"FAF1"	"Faf1"
"MED6"	"Med6"
"ILKAP"	"Ilkap"
"RNF40"	"Rnf40"
"MAP4"	"Map4"
"GNPDA2"	"Gnpda2"
"MRPL36"	"Mrpl36"
"GDE1"	"Gde1"
"MORC2"	"Morc2a"
"LUC7L"	"Luc7l"
"STRN3"	"Strn3"
"PCIF1"	"Pcif1"
"PHC3"	"Phc3"
"NAP1L4"	"Nap1l4"
"MRPS33"	"Mrps33"
"VAMP3"	"Vamp3"
"MFAP1"	"Mfap1b"
"TXN2"	"Txn2"
"RNF19A"	"Rnf19a"
"COMMD8"	"Commd8"
"COA6"	"Coa6"
"BLOC1S1"	"Bloc1s1"
"AC009779.4"	"Bloc1s1"
"CNOT7"	"Cnot7"
"ATP6V0B"	"Atp6v0b"
"NEURL3"	"Neurl3"
"CPSF6"	"Cpsf6"
"ATF6"	"Atf6"
"TOMM20"	"Tomm20"
"CTSC"	"Ctsc"
"ACAT1"	"Acat1"
"RBM34"	"Rbm34"
"ODC1"	"Odc1"
"EMC10"	"Emc10"
"FAM91A1"	"Fam91a1"
"LSM3"	"Lsm3"
"EXOSC5"	"Exosc5"
"UPF1"	"Upf1"
"ARF5"	"Arf5"
"PICALM"	"Picalm"
"CEBPD"	"Cebpd"
"CNOT4"	"Cnot4"
"ARL8A"	"Arl8a"
"TMED5"	"Tmed5"
"RARA"	"Rara"
"PIK3C3"	"Pik3c3"
"NFYB"	"Nfyb"
"C21orf91"	"D16Ertd472e"
"ZEB1"	"Zeb1"
"AC008581.2"	"Aggf1"
"SARNP"	"Sarnp"
"ACKR3"	"Ackr3"
"AGGF1"	"Aggf1"
"MYBBP1A"	"Mybbp1a"
"CDK7"	"Cdk7"
"COPS5"	"Cops5"
"IDH3G"	"Idh3g"
"LPAR6"	"Lpar6"
"GNPTG"	"Gnptg"
"PCM1"	"Pcm1"
"LRRFIP1"	"Lrrfip1"
"QSOX1"	"Qsox1"
"MACIR"	"D1Ertd622e"
"SENP2"	"Senp2"
"UBTF"	"Ubtf"
"BCL2A1"	"Bcl2a1b"
"HSD17B4"	"Hsd17b4"
"TRAPPC2L"	"Trappc2l"
"E2F4"	"E2f4"
"SMARCE1"	"Smarce1"
"YIPF4"	"Yipf4"
"CMIP"	"Cmip"
"IMP3"	"Imp3"
"IRAK1"	"Irak1"
"SEC11A"	"Sec11a"
"ADIPOR1"	"Adipor1"
"RNU2-14P"	"Gm25939"
"RNU2-37P"	"Gm25939"
"RNU2-63P"	"Gm25939"
"SC5D"	"Sc5d"
"ST13"	"St13"
"NDUFB4"	"Ndufb4"
"CNNM4"	"Cnnm4"
"RAB7A"	"Rab7"
"EMSY"	"Emsy"
"DIP2B"	"Dip2b"
"SKAP2"	"Skap2"
"SUN1"	"Sun1"
"OXSR1"	"Oxsr1"
"PPIE"	"Ppie"
"PKM"	"Pkm"
"CCDC127"	"Ccdc127"
"PPWD1"	"Ppwd1"
"CHD8"	"Chd8"
"RABL6"	"Rabl6"
"MTCH2"	"Mtch2"
"SMC5"	"Smc5"
"NPM3"	"Npm3"
"DNAJA2"	"Dnaja2"
"NUDC"	"Nudc"
"MKI67"	"Mki67"
"PPP1R18"	"Ppp1r18"
"PTPN6"	"Ptpn6"
"SMIM14"	"Smim14"
"MYO1C"	"Myo1c"
"UGCG"	"Ugcg"
"ATP5MC3"	"Atp5g3"
"PIP4K2A"	"Pip4k2a"
"SLIRP"	"Slirp"
"VTI1B"	"Vti1b"
"MRPL17"	"Mrpl17"
"PNISR"	"Pnisr"
"RPS28"	"Rps28"
"ITM2C"	"Itm2c"
"AP1B1"	"Ap1b1"
"BLOC1S2"	"Bloc1s2"
"DUSP2"	"Dusp2"
"WBP2"	"Wbp2"
"TMED2"	"Tmed2"
"SLC38A1"	"Slc38a1"
"ARID1B"	"Arid1b"
"SH3BGRL"	"Sh3bgrl"
"TEN1"	"Ten1"
"TEN1-CDK3"	"Ten1"
"SNX9"	"Snx9"
"FOXO3"	"Foxo3"
"TSSC4"	"Tssc4"
"SGMS1"	"Sgms1"
"GCH1"	"Gch1"
"TTC14"	"Ttc14"
"PPP5C"	"Ppp5c"
"CCDC186"	"Ccdc186"
"CCSER2"	"Ccser2"
"TSPAN31"	"Tspan31"
"ZBTB1"	"Zbtb1"
"PTPN18"	"Ptpn18"
"OTUD5"	"Otud5"
"ANP32B"	"Anp32b"
"ADAM17"	"Adam17"
"CDKN2D"	"Cdkn2d"
"SH3BP5"	"Sh3bp5"
"FGFR1OP2"	"Fgfr1op2"
"ATG14"	"Atg14"
"ATP6V1H"	"Atp6v1h"
"PIH1D1"	"Pih1d1"
"RAD50"	"Rad50"
"AC116366.3"	"Rad50"
"DPY30"	"Dpy30"
"SIRT2"	"Sirt2"
"NT5C"	"Nt5c"
"SYK"	"Syk"
"TCEA1"	"Tcea1"
"POLD3"	"Pold3"
"NFKB2"	"Nfkb2"
"PKN2"	"Pkn2"
"LRG1"	"Lrg1"
"MARCKS"	"Marcks"
"RNASEH2C"	"Rnaseh2c"
"GTF2B"	"Gtf2b"
"REXO1"	"Rexo1"
"ADGRE5"	"Adgre5"
"CNTRL"	"Cntrl"
"TRPV2"	"Trpv2"
"ACADL"	"Acadl"
"STK24"	"Stk24"
"ALCAM"	"Alcam"
"CCNI"	"Ccni"
"EIF4ENIF1"	"Eif4enif1"
"MRPS25"	"Mrps25"
"VPS29"	"Vps29"
"ARHGAP45"	"Arhgap45"
"NDUFS5"	"Ndufs5"
"ELL2"	"Ell2"
"CFLAR"	"Cflar"
"MIEN1"	"Mien1"
"ZFAND6"	"Zfand6"
"STAM2"	"Stam2"
"SMAP1"	"Smap1"
"WWP2"	"Wwp2"
"COX14"	"Cox14"
"LMNB1"	"Lmnb1"
"GLG1"	"Glg1"
"TMEM183A"	"Tmem183a"
"CD79B"	"Cd79b"
"PIK3C2A"	"Pik3c2a"
"GADD45A"	"Gadd45a"
"POMP"	"Pomp"
"PPP1R10"	"Ppp1r10"
"TXNRD1"	"Txnrd1"
"GRPEL1"	"Grpel1"
"DDX21"	"Ddx21"
"HMGCL"	"Hmgcl"
"RBM33"	"Rbm33"
"UTP3"	"Utp3"
"EP300"	"Ep300"
"STX4"	"Stx4a"
"CCT7"	"Cct7"
"MRPS18C"	"Mrps18c"
"CTSS"	"Ctss"
"PRKX"	"Prkx"
"STAM"	"Stam"
"ILK"	"Ilk"
"RALA"	"Rala"
"FAM133B"	"Fam133b"
"STAG1"	"Stag1"
"PRKY"	"Prkx"
"TOP2B"	"Top2b"
"ANKRD13C"	"Ankrd13c"
"CXCL12"	"Cxcl12"
"SUZ12"	"Suz12"
"BOLA2"	"Bola2"
"ATP6V1A"	"Atp6v1a"
"SELPLG"	"Selplg"
"IFITM1"	"Ifitm2"
"IFITM1"	"Ifitm3"
"IFITM2"	"Ifitm2"
"IFITM2"	"Ifitm3"
"IFITM3"	"Ifitm2"
"IFITM3"	"Ifitm3"
"POP5"	"Pop5"
"SPTBN1"	"Sptbn1"
"ANP32E"	"Anp32e"
"SRRM1"	"Srrm1"
"DHX36"	"Dhx36"
"SAMSN1"	"Samsn1"
"RAB5A"	"Rab5a"
"MXD1"	"Mxd1"
"EEF1G"	"Eef1g"
"PAK2"	"Pak2"
"HSPA8"	"Hspa8"
"FAM120A"	"Fam120a"
"ATP13A3"	"Atp13a3"
"BOLA2B"	"Bola2"
"EPS8"	"Eps8"
"NCOA6"	"Ncoa6"
"NCBP2AS2"	"0610012G03Rik"
"MKLN1"	"Mkln1"
"AUP1"	"Aup1"
"RPL7L1"	"Rpl7l1"
"RNF149"	"Rnf149"
"RNF7"	"Rnf7"
"NOP56"	"Nop56"
"KLF6"	"Klf6"
"CHMP2B"	"Chmp2b"
"HCCS"	"Hccs"
"DDX39B"	"Ddx39b"
"GET3"	"Asna1"
"AFF1"	"Aff1"
"PA2G4"	"Pa2g4"
"AC034102.2"	"Pa2g4"
"GABARAPL2"	"Gabarapl2"
"SMC6"	"Smc6"
"CSTF3"	"Cstf3"
"MFSD14A"	"Mfsd14a"
"OSGEP"	"Osgep"
"BNIP3L"	"Bnip3l"
"SUMF1"	"Sumf1"
"RELB"	"Relb"
"TYROBP"	"Tyrobp"
"TAOK2"	"Taok2"
"NME2"	"Nme2"
"NME1"	"Nme1"
"LSM14A"	"Lsm14a"
"CYBB"	"Cybb"
"KATNA1"	"Katna1"
"UBA2"	"Uba2"
"MAPK6"	"Mapk6"
"LRP1"	"Lrp1"
"TOR1A"	"Tor1a"
"RAB1A"	"Rab1a"
"ARIH2"	"Arih2"
"BAD"	"Bad"
"NFATC1"	"Nfatc1"
"VPS4B"	"Vps4b"
"NCL"	"Ncl"
"UBE2J1"	"Ube2j1"
"POLDIP3"	"Poldip3"
"SOCS1"	"Socs1"
"SMARCC2"	"Smarcc2"
"IAH1"	"Iah1"
"WAPL"	"Wapl"
"BPTF"	"Bptf"
"PDIA3"	"Pdia3"
"UBE2R2"	"Ube2r2"
"RANBP1"	"Ranbp1"
"KIAA2026"	"9930021J03Rik"
"PHF10"	"Phf10"
"STX5"	"Stx5a"
"PLD4"	"Pld4"
"IGKC"	"Igkc"
"BRK1"	"Brk1"
"HNRNPD"	"Hnrnpd"
"CASP8AP2"	"Casp8ap2"
"SNRNP70"	"Snrnp70"
"ABCF1"	"Abcf1"
"SETSIP"	"Set"
"ATF3"	"Atf3"
"GADD45G"	"Gadd45g"
"STK38L"	"Stk38l"
"YTHDC1"	"Ythdc1"
"GNL3"	"Gnl3"
"PLEK"	"Plek"
"ANXA2"	"Anxa2"
"DNM2"	"Dnm2"
"PSME1"	"Psme1"
"PSMD2"	"Psmd2"
"CHMP1B"	"Chmp1b"
"PIK3R1"	"Pik3r1"
"NAPSA"	"Napsa"
"SEC24A"	"Sec24a"
"TERF2"	"Terf2"
"EIF4G1"	"Eif4g1"
"ANXA1"	"Anxa1"
"NFKBIZ"	"Nfkbiz"
"MTF2"	"Mtf2"
"AIFM1"	"Aifm1"
"PSME2"	"Psme2"
"PSME2"	"Psme2b"
"RBBP7"	"Rbbp7"
"CD79A"	"Cd79a"
"TMA7"	"Tma7"
"NDUFA11"	"Ndufa11"
"AC024592.3"	"Ndufa11"
"PTP4A1"	"Ptp4a1"
"RAB14"	"Rab14"
"YME1L1"	"Yme1l1"
"CHTOP"	"Chtop"
"AKAP8"	"Akap8"
"GINS1"	"Gins1"
"NT5C3A"	"Nt5c3"
"GALNT1"	"Galnt1"
"CYB5B"	"Cyb5b"
"SLFN11"	"Slfn2"
"RRAGC"	"Rragc"
"SLFN13"	"Slfn2"
"TPP2"	"Tpp2"
"TMEM126A"	"Tmem126a"
"U2AF2"	"U2af2"
"RGS2"	"Rgs2"
"SET"	"Set"
"NDUFV1"	"Ndufv1"
"RPL36"	"Rpl36"
"DENND1B"	"Dennd1b"
"BRAP"	"Brap"
"TRIM56"	"Trim56"
"UCHL5"	"Uchl5"
"STK17B"	"Stk17b"
"NSD1"	"Nsd1"
"MTPN"	"Mtpn"
"TOPORS"	"Topors"
"ACLY"	"Acly"
"HPR"	"Hp"
"HP"	"Hp"
"OST4"	"Ost4"
"SLC25A25"	"Slc25a25"
"B2M"	"B2m"
"LSG1"	"Lsg1"
"OAZ2"	"Oaz2"
"ZNHIT1"	"Znhit1"
"ARL5C"	"Arl5c"
"MT-ND6"	"mt-Nd6"
"FAM162A"	"Fam162a"
"TMX4"	"Tmx4"
"BCCIP"	"Bccip"
"NDUFA4"	"Ndufa4"
"GRINA"	"Grina"
"PPP4C"	"Ppp4c"
"TTC7A"	"Ttc7"
"CHD3"	"Chd3"
"HNRNPF"	"Hnrnpf"
"TAGLN2"	"Tagln2"
"SLC25A4"	"Slc25a4"
"HADHA"	"Hadha"
"SLC20A1"	"Slc20a1"
"NEDD9"	"Nedd9"
"KDM2A"	"Kdm2a"
"RRBP1"	"Rrbp1"
"ARID5B"	"Arid5b"
"ATP5F1A"	"Atp5a1"
"GTF2A2"	"Gtf2a2"
"ASH1L"	"Ash1l"
"HES1"	"Hes1"
"BDP1"	"Bdp1"
"RAF1"	"Raf1"
"AL645941.2"	"H2-DMb2"
"BRI3"	"Bri3"
"CYB5A"	"Cyb5a"
"GLRX3"	"Glrx3"
"CD2"	"Cd2"
"AMFR"	"Amfr"
"ZNRD1"	"Znrd1"
"USP48"	"Usp48"
"TIAL1"	"Tial1"
"UTP14C"	"Utp14a"
"UBQLN1"	"Ubqln1"
"SPTSSA"	"Sptssa"
"FCGR2C"	"Fcgr2b"
"FCGR2A"	"Fcgr2b"
"USP22"	"Usp22"
"RILPL2"	"Rilpl2"
"SMNDC1"	"Smndc1"
"NDUFB10"	"Ndufb10"
"IQSEC1"	"Iqsec1"
"DOCK10"	"Dock10"
"TNIP1"	"Tnip1"
"FCGR2B"	"Fcgr2b"
"RCN2"	"Rcn2"
"TLK1"	"Tlk1"
"MBTD1"	"Mbtd1"
"TMEM9B"	"Tmem9b"
"ABCE1"	"Abce1"
"COX7A2L"	"Cox7a2l"
"THRAP3"	"Thrap3"
"SZRD1"	"Szrd1"
"SETD2"	"Setd2"
"TMEM160"	"Tmem160"
"MRPS26"	"Mrps26"
"SDHD"	"Sdhd"
"AP002884.2"	"Sdhd"
"CISD2"	"Cisd2"
"HYPK"	"Hypk"
"GTF2E2"	"Gtf2e2"
"ESCO1"	"Esco1"
"UCP2"	"Ucp2"
"CUX1"	"Cux1"
"ARPC5L"	"Arpc5l"
"AP4S1"	"Ap4s1"
"NENF"	"Nenf"
"BRD1"	"Brd1"
"CD200"	"Cd200"
"PIN1"	"Pin1"
"CHCHD7"	"Chchd7"
"TUSC2"	"Tusc2"
"PPP4R3B"	"Ppp4r3b"
"TIMM44"	"Timm44"
"KNOP1"	"Knop1"
"HMGCR"	"Hmgcr"
"SDE2"	"Sde2"
"RGCC"	"Rgcc"
"CELF2"	"Celf2"
"SRRT"	"Srrt"
"MED10"	"Med10"
"GUK1"	"Guk1"
"FBXL5"	"Fbxl5"
"CASC3"	"Casc3"
"SYAP1"	"Syap1"
"DYNLL2"	"Dynll2"
"EMC8"	"Emc8"
"REEP5"	"Reep5"
"ZYX"	"Zyx"
"ATXN2L"	"Atxn2l"
"NCOA3"	"Ncoa3"
"PDIA6"	"Pdia6"
"BCAP31"	"Bcap31"
"SUPT4H1"	"Supt4a"
"B4GALT1"	"B4galt1"
"EHD4"	"Ehd4"
"NDUFB9"	"Ndufb9"
"CCNG2"	"Ccng2"
"PPP1CB"	"Ppp1cb"
"CHMP5"	"Chmp5"
"UBXN2A"	"Ubxn2a"
"SH3KBP1"	"Sh3kbp1"
"CIB1"	"Cib1"
"EMD"	"Emd"
"RTF1"	"Rtf1"
"RPS17"	"Rps17"
"CENPQ"	"Cenpq"
"GPX4"	"Gpx4"
"TMED10"	"Tmed10"
"RAB5C"	"Rab5c"
"UTP14A"	"Utp14a"
"BIRC6"	"Birc6"
"UBQLN2"	"Ubqln2"
"MSL1"	"Msl1"
"NDUFV3"	"Ndufv3"
"NOC2L"	"Noc2l"
"NSD2"	"Nsd2"
"BRWD1"	"Brwd1"
"STMP1"	"1810058I24Rik"
"TXNDC9"	"Txndc9"
"ELF2"	"Elf2"
"PIK3CA"	"Pik3ca"
"FAM43A"	"Fam43a"
"N4BP2"	"N4bp2"
"FMC1"	"Fmc1"
"AIMP2"	"Aimp2"
"OTULIN"	"Otulin"
"JAK2"	"Jak2"
"SAE1"	"Sae1"
"EEA1"	"Eea1"
"PPP4R3A"	"Ppp4r3a"
"NOSIP"	"Nosip"
"CERT1"	"Col4a3bp"
"TCF12"	"Tcf12"
"IMPAD1"	"Impad1"
"SRPRA"	"Srpr"
"TGOLN2"	"Tgoln1"
"UBA52"	"Gm11808"
"MAFF"	"Maff"
"AAMP"	"Aamp"
"EED"	"Eed"
"ADAM10"	"Adam10"
"WIPF1"	"Wipf1"
"IFNGR1"	"Ifngr1"
"PLAA"	"Plaa"
"TM2D2"	"Tm2d2"
"P4HB"	"P4hb"
"RYBP"	"Rybp"
"CST3"	"Cst3"
"MRPL33"	"Mrpl33"
"APC"	"Apc"
"ENO1"	"Eno1"
"PPP1R12C"	"Ppp1r12c"
"TSPO"	"Tspo"
"FUCA1"	"Fuca1"
"PABPC4"	"Pabpc4"
"UQCC2"	"Uqcc2"
"GTF2I"	"Gtf2i"
"TOX4"	"Tox4"
"TMA16"	"Tma16"
"GMPS"	"Gmps"
"ATP2B1"	"Atp2b1"
"JARID2"	"Jarid2"
"BAZ1A"	"Baz1a"
"SMURF2"	"Smurf2"
"SEC24B"	"Sec24b"
"RHEB"	"Rheb"
"MKRN1"	"Mkrn1"
"KIAA1109"	"4932438A13Rik"
"SOD2"	"Sod2"
"LIMD1"	"Limd1"
"CDKN2AIPNL"	"Cdkn2aipnl"
"GATAD2B"	"Gatad2b"
"FAM204A"	"Fam204a"
"SEC11C"	"Sec11c"
"PSMD13"	"Psmd13"
"TOB2"	"Tob2"
"SVBP"	"Svbp"
"PCNA"	"Pcna"
"USP34"	"Usp34"
"WNK1"	"Wnk1"
"VCL"	"Vcl"
"CMPK1"	"Cmpk1"
"C6orf226"	"2310039H08Rik"
"PELI1"	"Peli1"
"DUSP6"	"Dusp6"
"LY6D"	"Ly6d"
"RBM17"	"Rbm17"
"SNRNP48"	"Snrnp48"
"CAB39"	"Cab39"
"CD302"	"Cd302"
