IngenuityCanonicalPathways,GroupCount,key,AllMolecules,pathsize,M_activated_ratio,M_inhibited_ratio,M_noZ_ratio,M_notSig_ratio,J_activated_ratio,J_inhibited_ratio,J_noZ_ratio,J_notSig_ratio,M_GlobalActivated,M_GlobalInhibited,M_GlobalNoDirection,M_GlobalNotSignificant,J_GlobalActivated,J_GlobalInhibited,J_GlobalNoDirection,J_GlobalNotSignificant,activeTissue,inactiveTissue
"PD-1, PD-L1 cancer immunotherapy pathway",6,X271,"AKT1,AKT2,B2M,BCL2L1,CBLB,CD274,CD28,CDK2,CSK,CSNK2A1,CSNK2B,HLA-A,HLA-DMB,HLA-DOA,HLA-DOB,HLA-DRB5,HLA-F,HLA-G,IFNGR1,IFNGR2,IL2RB,IL2RG,JAK2,LAT,LATS1,LCK,LCP2,PDCD4,PIK3C2A,PIK3C3,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PTPN11,STAT5A,STAT5B,TNF,TNFRSF1A,TNFRSF1B",40,0.0833333333333333,0.0833333333333333,0,0.333333333333333,0,0.166666666666667,0,0.333333333333333,0,0,0.5,0,0,0.5,0,0,inhibited,no_direction
"PDGF Signaling",11,X272,"ABL1,ABL2,ACP1,CAV1,CRK,CSNK2A1,CSNK2B,EIF2AK2,GRB2,HRAS,INPP5D,INPP5F,INPP5K,JAK2,KRAS,MAP2K1,MAP2K2,MAP2K4,MAPK3,MAPK8,MYC,NRAS,PDGFA,PDGFRA,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3R5,PLCG2,PRKCA,PRKCB,RAF1,RAP2A,RAP2B,RASA1,RASD1,RRAS,RRAS2,SHC1,SOS1,SOS2,SPHK1,SRF,STAT1,SYNJ1",46,0.166666666666667,0.0416666666666667,0,0.291666666666667,0.5,0,0,0,0.5,0,0,0,0.5,0,0,0,activated,activated
"PEDF Signaling",6,X273,"AKT1,AKT2,BCL2,BCL2L1,CASP8,CFLAR,CHUK,FAS,HRAS,IKBKB,KRAS,MAPK13,MAPK14,MAPK3,NFKB1,NFKB2,NFKBIB,NFKBID,NFKBIE,NRAS,PIK3C3,PIK3CB,PIK3CD,PIK3R5,PNPLA2,RAC1,RAF1,RAP2A,RAP2B,RASD1,RELA,ROCK1,RRAS,RRAS2,SERPINF1,SRF,TCF4,TCF7L2,TP53,ZEB1",40,0.0833333333333333,0.0833333333333333,0,0.333333333333333,0.166666666666667,0,0,0.333333333333333,0,0,0.5,0,0.5,0,0,0,activated,no_direction
"PFKFB4 Signaling Pathway",1,X274,"ATF2,CREBBP,HK1,HK3,MAP2K2,MAPK3,PRKACB,PRKAG1,PRKAR2A,RPS6KA5,TGFB1,TKT,XDH",13,0,0.0416666666666667,0,0.458333333333333,0,0,0,0.5,0,0.5,0,0,0,0,0,0.5,not_sig,inhibited
"PI3K Signaling in B Lymphocytes",7,X275,"ABL1,AKT1,AKT2,ATF1,ATF2,ATF3,ATF5,ATF6,ATF6B,ATF7,BCL10,BLK,BLNK,BTK,C3,CAMK2D,CAMK2G,CBL,CD19,CD79A,CHP1,CHUK,CR2,CREB1,DAPP1,FOXO3,FYN,HRAS,IKBKB,IL4R,INPP5D,IRS2,ITPR1,ITPR2,ITPR3,KRAS,LYN,MALT1,MAP2K1,MAP2K2,MAPK3,NFATC1,NFATC3,NFKB1,NFKB2,NFKBIB,NFKBID,NFKBIE,NRAS,PDIA3,PIK3CB,PIK3R1,PLCB4,PLCL2,PLEKHA1,PLEKHA2,PLEKHA3,PLEKHA4,PPP3CB,PPP3R1,PRKCB,RAC1,RAF1,RALA,RAP2A,RAP2B,RASD1,RELA,RRAS,RRAS2,VAV1,VAV3",72,0.0833333333333333,0.125,0,0.291666666666667,0.166666666666667,0,0,0.333333333333333,0,0.5,0,0,0.5,0,0,0,activated,inhibited
"PI3K/AKT Signaling",9,X276,"AKT1,AKT2,BAD,BCL2,BCL2L1,CCND1,CHUK,CSF2RB,CXCR2,EIF4E,EIF4EBP1,FOXO1,FOXO3,GDF15,GRB2,GSK3A,HRAS,IFNAR1,IKBKB,IL10RA,IL10RB,IL11RA,IL13RA1,IL18RAP,IL1R1,IL1R2,IL21R,IL2RB,IL2RG,IL4R,IL6R,IL6ST,IL7R,ILK,INPP5D,INPP5F,INPP5K,ITGA4,ITGA5,ITGAL,ITGAV,ITGB1,ITGB2,JAK2,KRAS,LIMS1,MAP2K1,MAP2K2,MAP3K5,MAP3K8,MAPK3,MDM2,MTOR,NFKB1,NFKB2,NFKBIB,NFKBID,NFKBIE,NRAS,PDPK1,PIK3CB,PIK3CD,PIK3R1,PPP2CB,PPP2R1A,PPP2R3A,PPP2R5D,PPP2R5E,PTGS2,PTPA,RAF1,RALA,RAP2A,RAP2B,RASD1,RELA,RPS6KB1,RRAS,RRAS2,SFN,SHC1,SOS1,SOS2,SYNJ1,TP53,TSC1,YWHAE,YWHAG,YWHAQ",89,0.0416666666666667,0.125,0,0.333333333333333,0.333333333333333,0.0833333333333333,0,0.0833333333333333,0,0.5,0,0,0.5,0,0,0,activated,inhibited
"PKCθ Signaling in T Lymphocytes",6,X277,"BCL10,CAMK2D,CAMK2G,CD28,CD3D,CD3E,CD3G,CD86,CHP1,CHUK,FCER1G,FYN,GRB2,HLA-A,HLA-DMB,HLA-DOA,HLA-DOB,HLA-DRB5,HRAS,IKBKB,KRAS,LAT,LCK,LCP2,MALT1,MAP3K11,MAP3K12,MAP3K14,MAP3K2,MAP3K3,MAP3K5,MAP3K8,MAPK3,MAPK8,Map3k7,NFATC1,NFATC3,NFKB1,NFKB2,NFKBIB,NFKBID,NFKBIE,NRAS,PIK3C2A,PIK3C3,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PLCG2,POU2F1,PPP3CB,PPP3R1,RAC1,RAC2,RALA,RAP2A,RAP2B,RASD1,RELA,RRAS,RRAS2,SOS1,SOS2,VAV1,VAV3",66,0.0833333333333333,0.0833333333333333,0,0.333333333333333,0.166666666666667,0,0,0.333333333333333,0,0,0.5,0,0.5,0,0,0,activated,no_direction
"PPAR Signaling",12,X278,"AIP,CHUK,CREBBP,EP300,GRB2,HRAS,IKBKB,IL18RAP,IL1B,IL1R1,IL1R2,IL1RN,IL36G,KRAS,MAP2K1,MAP2K2,MAP3K14,MAPK3,MED1,NCOA1,NCOR2,NFKB1,NFKB2,NFKBIB,NFKBID,NFKBIE,NRAS,NRIP1,PDGFA,PDGFRA,PTGS2,RAF1,RALA,RAP2A,RAP2B,RASD1,RELA,RRAS,RRAS2,SCAND1,SHC1,SOS1,SOS2,SRA1,STAT5A,STAT5B,TNF,TNFRSF1A,TNFRSF1B,TRAF2,TRAF6",51,0.25,0.0416666666666667,0,0.208333333333333,0,0.416666666666667,0,0.0833333333333333,0.5,0,0,0,0,0.5,0,0,inhibited,activated
"PPARα/RXRα Activation",14,X279,"ABCA1,ACAA1,ACOX1,ADCY7,ADIPOR1,ADIPOR2,AIP,AP2A2,BCL3,BMPR2,CAND1,CD36,CHUK,CKAP5,CLOCK,CREBBP,EP300,FASN,GNA11,GNA15,GNAQ,GOT2,GPD2,GRB2,HELZ2,HRAS,IKBKB,IL18RAP,IL1B,IL1R1,IL1R2,IL6,JAK2,KRAS,LPL,MAP2K1,MAP2K2,MAP2K4,MAP3K14,MAP4K4,MAPK14,MAPK3,MAPK8,MED1,MED24,NCOA3,NCOR2,NFKB1,NFKB2,NFKBIB,NFKBID,NFKBIE,NR2C2,NRAS,PDIA3,PLCB4,PLCG2,PLCL2,PRKAA1,PRKAB1,PRKACB,PRKAG1,PRKAR2A,PRKCA,PRKCB,RAF1,RALA,RAP2A,RAP2B,RASD1,RELA,RRAS,RRAS2,SHC1,SMAD2,SMAD4,SOS1,SOS2,STAT5B,TGFB1,TGFBR1,TGFBR2,TGFBR3,TGS1,TRAF6",85,0.25,0.0833333333333333,0,0.166666666666667,0.0833333333333333,0.416666666666667,0,0,0.5,0,0,0,0,0.5,0,0,inhibited,activated
"PTEN Signaling",13,X280,"AKT1,AKT2,BAD,BCL2,BCL2L1,BCL2L11,BMPR1A,BMPR2,CASP3,CBL,CCND1,CHUK,CSNK2A1,CSNK2B,EGFR,FGFR1,FLT1,FOXO1,FOXO3,FOXO4,GRB2,GSK3A,HRAS,IGF1R,IGF2R,IKBKB,ILK,INPP5D,INPP5F,INPP5K,ITGA4,ITGA5,ITGAL,ITGAV,ITGB1,ITGB2,KRAS,MAGI3,MAP2K1,MAP2K2,MAPK3,NFKB1,NFKB2,NRAS,PDGFRA,PDPK1,PIK3CB,PIK3CD,PIK3R1,PIK3R5,RAC1,RAC2,RAF1,RALA,RAP2A,RAP2B,RASD1,RELA,RPS6KB1,RRAS,RRAS2,SHARPIN,SHC1,SOS1,SOS2,SYNJ1,TGFBR1,TGFBR2,TGFBR3",69,0.166666666666667,0.208333333333333,0,0.125,0,0.333333333333333,0,0.166666666666667,0,0.5,0,0,0,0.5,0,0,inhibited,inhibited
"Pancreatic Adenocarcinoma Signaling",10,X281,"ABL1,AKT1,AKT2,BAD,BCL2,BCL2L1,BIRC5,CCND1,CCNE1,CDK2,CDK4,E2F1,E2F4,E2F5,EGFR,GRB2,HBEGF,HMOX1,JAK2,KRAS,MAP2K1,MAP2K2,MAP2K4,MAPK3,MAPK8,MDM2,MMP9,NFKB1,NFKB2,NOTCH1,PA2G4,PIK3C2A,PIK3C3,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PLD3,PLD4,PTGS2,RAC1,RAF1,RALA,RALGDS,RB1,RELA,SIN3A,SMAD2,SMAD4,STAT1,SUV39H1,TFDP1,TGFB1,TGFBR1,TGFBR2,TP53",56,0.0416666666666667,0.208333333333333,0,0.25,0.333333333333333,0,0,0.166666666666667,0,0.5,0,0,0.5,0,0,0,activated,inhibited
"Parkinson's Signaling",1,X282,"MAPK13,MAPK14,MAPK8,SNCA",4,0,0,0,0.5,0,0,0.0833333333333333,0.416666666666667,0,0,0,0.5,0,0,0.5,0,no_direction,not_sig
"Pathogenesis of Multiple Sclerosis",4,X283,"CCL4,CCL5,CCR1,CXCL10",4,0,0,0.0833333333333333,0.416666666666667,0,0,0.166666666666667,0.333333333333333,0,0,0.5,0,0,0,0.5,0,no_direction,no_direction
"Paxillin Signaling",5,X284,"ACTA1,ACTA2,ACTN1,ACTN4,ARHGEF6,ARHGEF7,CSK,GIT2,GRB2,HRAS,ITGA5,ITGAL,ITGAV,ITGB1,ITGB2,KRAS,MAP2K4,MAPK13,MAPK14,MAPK8,NCK1,NRAS,PAK1,PIK3C3,PIK3CB,PIK3R5,PTK2B,PTPN12,PXN,RAP2A,RAP2B,RASD1,RRAS,RRAS2,SOS1,SOS2",36,0,0.0416666666666667,0,0.458333333333333,0.333333333333333,0,0,0.166666666666667,0,0.5,0,0,0.5,0,0,0,activated,inhibited
"Pentose Phosphate Pathway",1,X285,"G6PD,PGD,RPE,TKT",4,0.0416666666666667,0,0,0.458333333333333,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,not_sig,activated
"Pentose Phosphate Pathway (Non-oxidative Branch)",1,X286,"RPE,RPIA,TALDO1",3,0,0,0,0.5,0,0,0.0833333333333333,0.416666666666667,0,0,0,0.5,0,0,0.5,0,no_direction,not_sig
"Phagosome Formation",7,X287,"C5AR1,CLEC7A,CR2,Cdc42,FCER1G,FCER2,FCGR2A,FN1,FNBP1,IGHG1,ITGA5,ITGAL,ITGAV,ITGB1,ITGB2,MRC1,MSR1,PDIA3,PIK3C2A,PIK3C3,PIK3CB,PIK3R1,PIK3R5,PLCB4,PLCL2,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKD3,RAC1,RAC2,RHOB,RHOC,RHOF,RHOG,RHOH,RHOQ,RHOT1,RHOV,RND1,RND3,SCARA3,TLR2",46,0,0,0.208333333333333,0.291666666666667,0,0,0.166666666666667,0.333333333333333,0,0,0.5,0,0,0,0.5,0,no_direction,no_direction
"Phagosome Maturation",5,X288,"ATP6AP1,ATP6V0A1,ATP6V0A2,ATP6V1A,ATP6V1C1,ATP6V1D,ATP6V1G1,ATP6V1H,B2M,BET1L,CALR,CTSA,CTSD,CTSG,CTSK,CTSO,CTSS,CTSV,CTSZ,CYBB,DCTN4,DYNC1LI2,DYNLRB1,DYNLT1,Dync1i2,EEA1,GOSR1,GOSR2,GPAA1,HLA-A,HLA-F,MPO,NAPG,NCF1,NCF2,NSF,PIK3C3,PIKFYVE,PRDX1,PRDX2,PRDX5,RAB5A,RAB5B,RAB5C,RAB7A,RAB7B,STX16,TAP1,TCIRG1,TUBA1A,TUBA1B,TUBA1C,TUBA4A,TUBB2A,TUBB4B,TUBB6,VAMP2,VAMP3,VPS11,VPS16,VPS37A,VPS41,VTI1A,VTI1B",64,0,0,0.0833333333333333,0.416666666666667,0,0,0.25,0.25,0,0,0.5,0,0,0,0.5,0,no_direction,no_direction
"Phenylalanine Degradation I (Aerobic)",1,X289,"PCBD2,QDPR",2,0,0,0,0.5,0,0,0.0833333333333333,0.416666666666667,0,0,0,0.5,0,0,0.5,0,no_direction,not_sig
"Phosphatidylcholine Biosynthesis I",4,X290,"CEPT1,CHKA,CHKB,CHPT1,PCYT1A",5,0,0.0416666666666667,0.0416666666666667,0.416666666666667,0,0,0.166666666666667,0.333333333333333,0,0.5,0,0,0,0,0.5,0,no_direction,inhibited
"Phosphatidylethanolamine Biosynthesis II",5,X291,"CEPT1,CHKA,CHKB,ETNK1,PCYT2,SELENOI",6,0,0.0416666666666667,0.0416666666666667,0.416666666666667,0.0833333333333333,0,0.166666666666667,0.25,0,0.5,0,0,0,0,0.5,0,no_direction,inhibited
"Phosphatidylglycerol Biosynthesis II (Non-plastidic)",7,X292,"ABHD5,AGPAT1,AGPAT2,AGPAT3,AGPAT4,AGPAT5,CDS2,CRLS1,GPAT3,GPAT4,LPCAT1,MBOAT7,PGS1,PTPMT1",14,0,0.166666666666667,0.0833333333333333,0.25,0.0833333333333333,0,0,0.416666666666667,0,0.5,0,0,0.5,0,0,0,activated,inhibited
"Phospholipase C Signaling",10,X293,"ADCY7,AHNAK,ARHGEF12,ARHGEF3,ARHGEF6,ARHGEF7,ATF2,BLNK,BTK,CD3D,CD3E,CD3G,CD79A,CHP1,CREB1,CREB3,CREBBP,Cdc42,EP300,FCER1G,FCGR2A,FNBP1,FYN,GNA13,GNAQ,GNB1,GNG10,GNG11,GNG12,GNG2,GNG5,GRB2,HDAC1,HDAC2,HDAC3,HDAC4,HDAC5,HDAC7,HMOX1,HRAS,IGHG1,ITGA4,ITGA5,ITGAL,ITGAV,ITGB1,ITGB2,ITK,ITPR1,ITPR2,ITPR3,KRAS,LAT,LCK,LCP2,LYN,MAP2K1,MAP2K2,MAPK3,MEF2D,MYL4,MYL6,MYL9,MYLPF,NFATC1,NFATC3,NFKB1,NFKB2,NRAS,PEBP1,PLA2G12A,PLCB4,PLD3,PLD4,PPP3CB,PPP3R1,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKD3,RAC1,RAC2,RAF1,RALA,RALGDS,RAP2A,RAP2B,RASD1,RELA,RHOB,RHOC,RHOF,RHOG,RHOH,RHOQ,RHOT1,RHOV,RND1,RND3,RPS6KA3,RRAS,RRAS2,SHC1,SOS1,SOS2,TGM2",109,0.0416666666666667,0.166666666666667,0.0416666666666667,0.25,0.333333333333333,0,0,0.166666666666667,0,0.5,0,0,0.5,0,0,0,activated,inhibited
"Polyamine Regulation in Colon Cancer",1,X294,"APC,KRAS,MAX,ODC1,PSME1,PSME3,TCF7L2",7,0,0,0,0.5,0,0,0.0833333333333333,0.416666666666667,0,0,0,0.5,0,0,0.5,0,no_direction,not_sig
"Primary Immunodeficiency Signaling",9,X295,"ADA,BLNK,BTK,CD19,CD3D,CD3E,CD40,CD79A,CIITA,ICOS,IGHG1,IGHM,IL2RG,IL7R,Ighd,LCK,RFXAP,TAP1,TAP2,TNFRSF13B,TNFRSF13C",21,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0.5,0,0,0,0.5,0,no_direction,no_direction
"Production of Nitric Oxide and Reactive Oxygen Species in Macrophages",15,X296,"AKT1,AKT2,APOD,APOE,ARG2,CAT,CHUK,CLU,CREBBP,CYBB,Cdc42,FNBP1,IFNGR1,IFNGR2,IKBKB,IRF8,JAK2,LYZ,MAP2K1,MAP2K4,MAP3K11,MAP3K12,MAP3K14,MAP3K2,MAP3K3,MAP3K5,MAP3K8,MAPK13,MAPK14,MAPK3,MAPK8,MPO,Map3k7,NCF1,NCF2,NCF4,NFKB1,NFKB2,NFKBIB,NFKBID,NFKBIE,PCYOX1,PIK3C2A,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PLCG2,PPP1R10,PPP1R11,PPP1R14B,PPP1R7,PPP2CB,PPP2R1A,PPP2R3A,PPP2R5D,PPP2R5E,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKD3,PTPA,RAC1,RAC2,RBP4,RELA,RHOB,RHOC,RHOF,RHOG,RHOH,RHOQ,RHOT1,RHOV,RND1,RND3,S100A8,SIRPA,SPI1,STAT1,TLR2,TNF,TNFRSF1A,TNFRSF1B",89,0.166666666666667,0.208333333333333,0,0.125,0.416666666666667,0.0833333333333333,0,0,0,0.5,0,0,0.5,0,0,0,activated,inhibited
"Prolactin Signaling",11,X297,"CEBPB,CREBBP,EP300,FYN,GRB2,HRAS,JAK2,KRAS,MAP2K1,MAP2K2,MAPK3,MYC,NMI,NR3C1,NRAS,PDPK1,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3R5,PLCG2,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKD3,PTPN11,RAF1,RAP2A,RAP2B,RASD1,RRAS,RRAS2,SHC1,SOCS1,SOCS2,SOCS4,SOCS5,SOCS7,SOS1,SOS2,SP1,STAT1,STAT5A,STAT5B",48,0.208333333333333,0,0.0416666666666667,0.25,0.416666666666667,0,0,0.0833333333333333,0.5,0,0,0,0.5,0,0,0,activated,activated
"Prostate Cancer Signaling",13,X298,"ABL1,AKT1,AKT2,ATF2,BAD,BCL2,CCND1,CCNE1,CCNE2,CDK2,CHUK,CREB1,CREB3,CREBBP,E2F1,FOXO1,GRB2,GSTP1,HRAS,KRAS,LEF1,MAP2K1,MAP2K2,MAPK3,MDM2,MTOR,NFKB1,NFKB2,NFKBIB,NFKBID,NFKBIE,NRAS,PA2G4,PDPK1,PIK3C2A,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R5,RAF1,RALA,RAP2A,RAP2B,RASD1,RB1,RELA,RRAS,RRAS2,SIN3A,SOS1,SOS2,SUV39H1,TFDP1,TP53",56,0,0,0.291666666666667,0.208333333333333,0,0,0.5,0,0,0,0.5,0,0,0,0.5,0,no_direction,no_direction
"Protein Kinase A Signaling",7,X299,"ACP1,ADCY7,ADD3,AKAP10,AKAP11,AKAP12,AKAP13,AKAP8,ANAPC1,ANAPC10,ANAPC13,ANAPC2,ANAPC4,ANAPC7,APEX1,ATF1,ATF2,BAD,BRAF,CAMK2G,CDC16,CDC25A,CDC26,CDC27,CDKN3,CHP1,CHUK,CREBBP,DUSP10,DUSP16,DUSP2,DUSP22,DUSP4,DUSP5,FLNB,GDE1,GNA13,GNAI3,GNAQ,GNB1,GNG10,GNG11,GNG12,GNG2,GNG5,GSK3A,H1-0,ITPR1,ITPR2,ITPR3,KDELR1,LEF1,MAP2K1,MAP2K2,MAPK3,MPPE1,MTMR3,MYL4,MYL6,MYL9,MYLPF,NFATC1,NFATC3,NFKB1,NFKB2,NFKBIB,NFKBIE,PDE12,PDE4B,PDE6D,PDE6H,PDE7A,PDE8A,PDIA3,PHKG2,PLCB4,PLCL2,PPP1R10,PPP1R14B,PPP1R7,PPP3CB,PPP3R1,PRKACB,PRKAG1,PRKAR2A,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKD3,PTGS2,PTP4A1,PTPN11,PTPN12,PTPN2,PTPN22,PTPN23,PTPN7,PTPRA,PTPRB,PTPRF,PTPRJ,PTPRS,PXN,PYGL,Ppp1cc,RAF1,RELA,ROCK1,ROCK2,SFN,SIRPA,SMAD4,SMPDL3A,TCF3,TCF7L2,TDP2,TGFB1,TGFBR2,TIMM50,TNNI2,TNS2,TTN,Tcf7,UBASH3B,VASP,YWHAE,YWHAG,YWHAQ",131,0.0833333333333333,0.0833333333333333,0,0.333333333333333,0.25,0,0,0.25,0,0,0.5,0,0.5,0,0,0,activated,no_direction
"Protein Ubiquitination Pathway",11,X300,"AMFR,ANAPC1,ANAPC10,ANAPC11,ANAPC2,ANAPC4,B2M,BAG1,BAP1,BIRC2,BIRC3,BIRC6,CBL,CDC20,CDC34,CRYAB,CUL1,CUL2,DNAJB11,DNAJB12,DNAJB14,DNAJB2,DNAJB4,DNAJB6,DNAJC1,DNAJC10,DNAJC11,DNAJC13,DNAJC15,DNAJC19,DNAJC2,DNAJC21,DNAJC24,DNAJC25,DNAJC3,DNAJC8,DNAJC9,FBXW7,FZR1,HLA-A,HLA-F,HSCB,HSPA13,HSPA14,HSPA1A/HSPA1B,HSPA4L,HSPA8,HSPA9,HSPB1,HSPB11,HSPB8,HSPD1,HSPH1,MDM2,PSMA2,PSMA3,PSMA7,PSMB2,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC6,PSMD1,PSMD10,PSMD14,PSMD2,PSMD3,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME1,PSME2,SASS6,SMURF2,STUB1,SUGT1,Sacs,TAP1,TAP2,TRAF6,TRAP1,UBA1,UBC,UBE2A,UBE2C,UBE2D1,UBE2D2,UBE2D3,UBE2E1,UBE2E3,UBE2F,UBE2G1,UBE2H,UBE2I,UBE2J1,UBE2J2,UBE2L3,UBE2L6,UBE2M,UBE2N,UBE2O,UBE2Q1,UBE2Q2,UBE2R2,UBE2W,UBE2Z,UBE3B,UBE4A,UBE4B,UBR1,UBR2,UCHL3,UCHL5,USO1,USP1,USP10,USP12,USP14,USP15,USP16,USP18,USP19,USP22,USP24,USP25,USP3,USP32,USP33,USP36,USP37,USP38,USP39,USP4,USP42,USP45,USP47,USP48,USP5,USP53,USP7,USP8,USP9X,VHL",148,0,0,0.291666666666667,0.208333333333333,0,0,0.333333333333333,0.166666666666667,0,0,0.5,0,0,0,0.5,0,no_direction,no_direction
"Purine Nucleotides De Novo Biosynthesis II",11,X301,"ADSL,ADSS1,ADSS2,ATIC,GART,GMPS,IMPDH1,IMPDH2,PAICS,PPAT",10,0.0416666666666667,0.166666666666667,0.0416666666666667,0.25,0.25,0.0833333333333333,0.0833333333333333,0.0833333333333333,0,0.5,0,0,0.5,0,0,0,activated,inhibited
"Purine Nucleotides Degradation II (Aerobic)",8,X302,"ADA,GDA,IMPDH1,IMPDH2,NT5C,NT5C2,NT5C3B,NT5E,PNP,XDH",10,0.166666666666667,0.0416666666666667,0.0833333333333333,0.208333333333333,0,0.0833333333333333,0,0.416666666666667,0.5,0,0,0,0,0.5,0,0,inhibited,activated
"Putrescine Degradation III",1,X303,"ALDH3B1,ALDH7A1,SMOX",3,0,0,0.0416666666666667,0.458333333333333,0,0,0,0.5,0,0,0.5,0,0,0,0,0.5,not_sig,no_direction
"Pyridoxal 5'-phosphate Salvage Pathway",13,X304,"ADPGK,AKT2,ARAF,BRAF,CDK1,CDK2,CDK4,CDK5,CDK6,CDK7,CSNK1D,DYRK1A,EIF2AK2,FAM20B,GRK6,HIPK1,IRAK1,LIMK2,MAP2K1,MAP2K2,MAP2K4,MAP3K8,MAPK3,MAPK6,MAPK7,MAPK8,PAK1,PAK2,PDXK,PIM1,PKN1,PNPO,PRKAA1,PRKCD,PRKCE,PRKCH,PRKX,PRPF4B,PSTK,SGK1",40,0.166666666666667,0.166666666666667,0,0.166666666666667,0.416666666666667,0,0,0.0833333333333333,0,0,0.5,0,0.5,0,0,0,activated,no_direction
"RAN Signaling",1,X305,"CSE1L,IPO5,KPNA3,KPNB1,RANBP1,TNPO1,XPO1",7,0.0416666666666667,0,0,0.458333333333333,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,not_sig,activated
"RANK Signaling in Osteoclasts",8,X306,"AKT1,AKT2,BIRC2,BIRC3,CBL,CHP1,CHUK,GSN,IKBKB,MAP2K1,MAP2K2,MAP2K4,MAP3K11,MAP3K12,MAP3K14,MAP3K2,MAP3K3,MAP3K5,MAP3K8,MAPK13,MAPK14,MAPK3,MAPK8,Map3k7,NFATC1,NFKB1,NFKB2,NFKBIB,NFKBID,NFKBIE,PIK3C2A,PIK3C3,PIK3CB,PIK3CD,PIK3R1,PIK3R5,PPP3CB,PPP3R1,PTK2B,RAF1,RELA,TAB2,TRAF2,TRAF5,TRAF6",45,0.0416666666666667,0.208333333333333,0,0.25,0.166666666666667,0,0,0.333333333333333,0,0.5,0,0,0.5,0,0,0,activated,inhibited
"RAR Activation",14,X307,"ADCY7,AKR1B1,AKT1,AKT2,ARID2,BRD7,CCNH,CDK7,CREBBP,CSF2RB,CSK,CSNK2A1,CSNK2B,DHRS3,DHRS4,EP300,GTF2H1,GTF2H2,GTF2H5,HLTF,IGFBP3,JAK2,KAT2B,MAP2K1,MAP2K4,MAP3K5,MAPK13,MAPK14,MAPK8,MAPKAPK2,MED1,MNAT1,NCOA1,NCOR2,NFKB1,NFKB2,NRIP1,NSD1,PARP1,PBRM1,PDPK1,PHF10,PIK3CB,PIK3CD,PIK3R1,PML,PRKACB,PRKAG1,PRKAR2A,PRKCA,PRKCB,PRKCD,PRKCE,PRKCH,PRKCI,PRKD3,PRMT1,RAC1,RARA,RARG,RBP4,RBP7,RDH10,RDH11,RDH12,RELA,RELB,RXRB,SCAND1,SMAD1,SMAD2,SMAD4,SMAD5,SMAD7,SMARCA2,SMARCA4,SMARCB1,SMARCC2,SMARCD2,SMARCE1,SRA1,STAT5A,STAT5B,TAF4,TGFB1,TNIP1,TRIM24",87,0,0,0.416666666666667,0.0833333333333333,0,0,0.333333333333333,0.166666666666667,0,0,0.5,0,0,0,0.5,0,no_direction,no_direction
"Rac Signaling",6,X308,"ARPC1A,BAIAP2,BRK1,CD44,CDK5R1,CFL2,CYBB,CYFIP1,CYFIP2,ELK4,HRAS,IQGAP2,ITGA4,ITGA5,ITGAL,ITGAV,ITGB1,ITGB2,KRAS,LIMK2,MAP2K1,MAP2K2,MAP2K4,MAP3K11,MAPK3,MAPK8,NCF2,NCKAP1,NFKB1,NFKB2,NRAS,PAK1,PAK2,PARD6A,PI4KA,PIK3C2A,PIK3C3,PIK3CB,PIK3R1,PIK3R5,PIKFYVE,PIP4K2C,PIP5K1A,PIP5K1C,PTK2B,RAC1,RAF1,RALA,RAP2A,RAP2B,RASD1,RELA,RPS6KB1,RRAS,RRAS2,TIAM1",56,0.0833333333333333,0.125,0,0.291666666666667,0.0833333333333333,0,0,0.416666666666667,0,0.5,0,0,0.5,0,0,0,activated,inhibited
"Reelin Signaling in Neurons",1,X309,"AKT2,ARHGEF12,ARHGEF3,ARHGEF6,ARPC1A,BLK,CAMK2D,CAMK2G,CDK5,CDK5R1,CNR2,FGR,FYN,GRINA,HCK,ITGA5,LCK,MAP1B,MAP3K11,MAP4K1,MAPK3,MAPK8,MAPK8IP3,MTOR,PAFAH1B3,PIK3C3,PIK3CB,PIK3R5,RAC1",29,0.0416666666666667,0,0,0.458333333333333,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,not_sig,activated
